Price,Adj Close,Returns,signal,Tech Signal,Combined Signal,Portfolio Value (Buy & Hold),Portfolio Value (Strategy)
Ticker,GLD,,,,,,
Date,,,,,,,
2024-08-23,232.02000427246094,0.011553425520716143,-1.0,0,-1.0,1033.2205503872992,1008.9631872786839
2024-08-26,232.75999450683594,0.0031893380775307456,0.0,0,0.0,1036.5158400311368,1005.7452625666692
2024-08-27,233.38999938964844,0.002706671669018279,0.0,0,0.0,1039.3213480898378,1005.7452625666692
2024-08-28,231.75,-0.007026862307456638,1.0,0,1.0,1032.0181800836103,1005.7452625666692
2024-08-29,232.9499969482422,0.005177980359189593,0.0,0,0.0,1037.3619499504098,1010.9529917825874
2024-08-30,231.2899932861328,-0.0071260085162319076,0.0,0,0.0,1029.9696998606482,1010.9529917825874
2024-09-03,230.2899932861328,-0.0043235765879541255,0.0,0,0.0,1025.5165469800288,1010.9529917825874
2024-09-04,230.42999267578125,0.000607926500195255,1.0,0,1.0,1026.1399856653265,1010.9529917825874
2024-09-05,232.35000610351562,0.008332306942507639,0.0,0,0.0,1034.6900989918706,1019.3765624145664
2024-09-06,230.6300048828125,-0.007402630408956501,0.0,0,0.0,1027.030670601227,1019.3765624145664
2024-09-09,231.60000610351562,0.004205876079289794,-1.0,0,-1.0,1031.3502343314058,1019.3765624145664
2024-09-10,232.6199951171875,0.004404097525005923,0.0,0,0.0,1035.892401345839,1014.8871286189874
2024-09-11,232.25,-0.001590555949419148,0.0,0,0.0,1034.2447565239204,1014.8871286189874
2024-09-12,236.3300018310547,0.017567284525531468,0.0,0,0.0,1052.413628430815,1014.8871286189874
2024-09-13,238.67999267578125,0.009943683944142245,0.0,0,0.0,1062.878496930439,1014.8871286189874
2024-09-16,238.66000366210938,-8.374817448153493e-05,1.0,0,1.0,1062.7894827966254,1014.8871286189874
2024-09-17,237.33999633789062,-0.0055309113549146804,0.0,0,0.0,1056.9112883783416,1009.2738778753518
2024-09-18,235.50999450683594,-0.007710465405288858,1.0,0,1.0,1048.762010452841,1009.2738778753518
2024-09-19,239.1699981689453,0.01554075728197235,0.0,0,0.0,1065.0605663038418,1024.9587582424479
2024-09-20,242.2100067138672,0.012710660066880486,0.0,0,0.0,1078.5981891127694,1024.9587582424479
2024-09-23,242.67999267578125,0.0019404068737312041,0.0,0,0.0,1080.691108452918,1024.9587582424479
2024-09-24,246.07000732421875,0.01396907347432852,0.0,0,0.0,1095.78736194995,1024.9587582424479
2024-09-25,245.72999572753906,-0.001381767735031958,1.0,0,1.0,1094.2732383287519,1024.9587582424479
2024-09-26,246.97999572753906,0.005086884066794806,0.0,0,0.0,1099.8396794295265,1030.172604618873
2024-09-27,245.02000427246094,-0.007935830791900744,1.0,0,1.0,1091.1115378353552,1030.172604618873
2024-09-30,243.05999755859375,-0.007999374253898295,0.0,0,0.0,1082.3833282914638,1021.9318684084135
2024-10-01,245.61000061035156,0.010491249392624136,0.0,0,0.0,1093.7388817269882,1021.9318684084135
2024-10-02,245.66000366210938,0.00020358719772617384,1.0,0,1.0,1093.9615529609632,1021.9318684084135
2024-10-03,245.49000549316406,-0.0006920058878576718,0.0,0,0.0,1093.2045251252243,1021.2246855384855
2024-10-04,245.0,-0.001996030315693287,0.0,0,0.0,1091.0224557518213,1021.2246855384855
2024-10-07,244.1699981689453,-0.0033877625757333663,0.0,0,0.0,1087.3263307069406,1021.2246855384855
2024-10-08,242.3699951171875,-0.007371925565205384,0.0,0,0.0,1079.310641931881,1021.2246855384855
2024-10-09,241.0500030517578,-0.005446185963701722,1.0,0,1.0,1073.4325154633177,1021.2246855384855
2024-10-10,242.82000732421875,0.007342892553628744,0.0,0,0.0,1081.3146150879363,1028.7234286775079
2024-10-11,245.47000122070312,0.010913408354139564,0.0,0,0.0,1093.11544304169,1028.7234286775079
2024-10-14,245.07000732421875,-0.001629502157067031,0.0,0,0.0,1091.3342090693304,1028.7234286775079
2024-10-15,245.9199981689453,0.003468359323146597,0.0,0,0.0,1095.1193482480248,1028.7234286775079
2024-10-16,247.14999389648438,0.005001609209081437,1.0,0,1.0,1100.5967072652654,1028.7234286775079
2024-10-17,248.6300048828125,0.00598831083503093,0.0,0,0.0,1107.1874224523813,1034.8837443317075
2024-10-18,251.27000427246094,0.010618185005034864,0.0,0,0.0,1118.9437433392281,1034.8837443317075
2024-10-21,251.22000122070312,-0.00019900127714245208,1.0,0,1.0,1118.7210721052531,1034.8837443317075
2024-10-22,253.92999267578125,0.01078732362833379,0.0,0,0.0,1130.7890783598891,1046.0473701995154
2024-10-23,250.8699951171875,-0.012050555849465017,1.0,0,1.0,1117.162441417148,1046.0473701995154
2024-10-24,252.8000030517578,0.007693259346016168,0.0,0,0.0,1125.757061810599,1054.0948839066787
2024-10-25,253.32000732421875,0.0020569789010425055,0.0,0,0.0,1128.072720334443,1054.0948839066787
2024-10-28,253.3300018310547,3.945407605776552e-05,0.0,0,0.0,1128.1172274013497,1054.0948839066787
2024-10-29,256.0899963378906,0.010894858433216914,0.0,0,0.0,1140.4079048899607,1054.0948839066787
2024-10-30,257.5,0.005505891218995584,1.0,0,1.0,1146.6868667595675,1054.0948839066787
2024-10-31,253.50999450683594,-0.015495166963743978,2.0,0,2.0,1128.9187623039957,1037.7615076849163
2024-11-01,252.47000122070312,-0.0041023758773532926,-2.0,0,-2.0,1124.287513206028,1029.2469321337715
2024-11-04,252.8300018310547,0.0014259144001700363,-1.0,0,-1.0,1125.89065096104,1026.3116960900506
2024-11-05,253.39999389648438,0.002254447895034817,-1.0,0,-1.0,1128.4289127691384,1023.9979298471509
2024-11-06,245.6999969482422,-0.030386729020158154,1.0,0,1.0,1094.1396491783112,1055.113877458619
2024-11-07,249.64999389648438,0.016076503855530166,-1.0,0,-1.0,1111.7295894668146,1072.0764197776061
2024-11-08,247.9600067138672,-0.006769426092267161,0.0,0,0.0,1104.2038181763326,1079.3337618665528
2024-11-11,242.13999938964844,-0.02347155656813127,1.0,0,1.0,1078.28643579526,1079.3337618665528
2024-11-12,240.0500030517578,-0.008631355179477884,-1.0,0,-1.0,1068.979362582698,1070.0176488106806
2024-11-13,237.6300048828125,-0.010081225320474285,1.0,0,1.0,1058.2027407655648,1080.804737825225
2024-11-14,237.00999450683594,-0.0026091417886487944,0.0,0,0.0,1055.4417397737705,1077.9847650183956
2024-11-15,236.58999633789062,-0.0017720694429753658,0.0,0,0.0,1053.5714237178765,1077.9847650183956
